film,number,abstract,starring,name,subjects,cinematography,director,gross,producer,language
The Amityville Curse,6562947,"The Amityville Curse (released in the Philippines as Amityville Horror 1993) is a 1990 American-Canadian supernatural horror film directed by Tom Berry and starring Kim Coates, Cassandra Gava and Jan Rubeš. It is loosely based on the novel of the same name by Hans Holzer. It is the fifth film in the Amityville Horror film series.",--Anthony Dean Rubeš--David Stein--Dawna Wightman--Cassandra Gava--Helen Hughes (actress)--Jan Rubeš--Kim Coates,The Amityville Curse,1990 direct-to-video films-1990 films-1990 horror films-1990 independent films-1990 thriller films-1990s ghost films-1990s horror thriller films-1990s mystery thriller films-1990s police films-1990s psychological horror films-1990s psychological thriller films-1990s supernatural horror films-1990s supernatural thriller films-American direct-to-video films-American films-American films about revenge-American ghost films-American haunted house films-American horror films-American horror thriller films-American independent films-American mystery thriller films-American police detective films-American psychological horror films-American psychological thriller films-American sequel films-American supernatural horror films-American supernatural thriller films-Amityville Horror films-Canadian direct-to-video films-Canadian films-Canadian films about revenge-Canadian ghost films-Canadian horror films-Canadian horror thriller films-Canadian independent films-Canadian mystery thriller films-Canadian psychological thriller films-Canadian sequel films-Canadian supernatural horror films-Canadian supernatural thriller films-Direct-to-video horror films-Direct-to-video sequel films-Direct-to-video thriller films-English-language films-Films about Catholic priests-Films about amnesia-Films about murder-Films about nightmares-Films about psychic powers-Films about psychoanalysis-Films based on American horror novels-Films set in 1977-Films set in 1989-Films set in Long Island-Films set in New York (state)-Films set in religious buildings and structures-Films shot in Montreal-Mental illness in films-Murder mystery films-Mystery horror films-Patricide in fiction-Quebec films-Religious horror films-Religious mystery films-Religious thriller films-Trimark Pictures films,na,na,na,na,English
Two Evil Eyes,4154028,Two Evil Eyes (Italian: Due occhi diabolici) is a 1990 Italian-American anthology horror film written and directed by George A. Romero and Dario Argento. The two filmmakers had previously worked together on the immensely popular Dawn of the Dead in 1978.,--Adrienne Barbeau--E. G. Marshall--Harvey Keitel--John Amos--Kim Hunter--Madeleine Potter--Martin Balsam--Ramy Zada--Sally Kirkland,Two Evil Eyes,1990 films-American films-American horror anthology films-American supernatural horror films-Films about animals-Films about cats-Films about zombies-Films based on multiple works-Films set in Pittsburgh-Films shot in Pittsburgh-Italian anthology films-Italian films,na,George A. Romero,349618.0,George A. Romero,English
Leatherface: The Texas Chainsaw Massacre III,2609817,"Leatherface: The Texas Chainsaw Massacre III is a 1990 American slasher film directed by Jeff Burr and is the third installment of the Texas Chainsaw Massacre series. The film stars Kate Hodge, William Butler, Ken Foree, Tom Hudson, Viggo Mortensen, Joe Unger, and R.A. Mihailoff as Leatherface. The film follows Leatherface and his cannibalistic family stalking a motorist couple in the backroads of Texas.",--Joe Unger--Kate Hodge--Ken Foree--R.A. Mihailoff--Tom Hudson--Viggo Mortensen--William Butler,Leatherface: Texas Chainsaw Massacre 3 – Original Soundtrack,"1990 films-1990s serial killer films-1990s slasher films-American films-American sequel films-American serial killer films-American slasher films-English-language films-Films about cannibalism-Films about psychopaths-Films directed by Jeff Burr-Films originally rejected by the British Board of Film Classification-Films set in Texas-Films shot in Los Angeles County, California-The Texas Chainsaw Massacre (franchise) films",na,Jeff Burr,5700000.0,Jeff Burr,English
Maniac Cop 2,2259688,"Maniac Cop 2 is a 1990 American action slasher film directed by William Lustig and written by Larry Cohen. It is the second installment in the Maniac Cop film series. It stars Robert Davi, Claudia Christian, Michael Lerner, and Bruce Campbell, with Robert Z'Dar returning as Matthew Cordell, an undead police officer-turned-serial killer following his own murder. Maniac Cop 2 was released direct-to-video in 1990, and received mixed-to-positive reviews, with many considering it as an improvement over its predecessor. It was followed by Maniac Cop III: Badge of Silence (1993).",--Bruce Campbell--Clarence Williams III--Claudia Christian--Laurene Landon--Leo Rossi--Michael Lerner--Robert Davi--Robert Z'Dar,Maniac Cop 2,1990 films-1990 horror films-1990 independent films-1990s action thriller films-1990s crime thriller films-1990s slasher films-American Christmas horror films-American action horror films-American action thriller films-American crime thriller films-American films-American films about revenge-American independent films-American police detective films-American sequel films-American serial killer films-American slasher films-American supernatural horror films-American zombie films-Crime horror films-English-language films-Fictional portrayals of the New York City Police Department-Films directed by William Lustig-Films scored by Jay Chattaway-Films set in New York City-Films set in prison-Films shot in Los Angeles-Films shot in New Jersey-Films shot in New York City-Films with screenplays by Larry Cohen-Maniac Cops films-Supernatural slasher films,James Lemmo,William Lustig,na,William Lustig,English
The Night Brings Charlie,15117659,"The Night Brings Charlie is a 1990 American slasher film directed by Tom Logan, and written by Bruce Carson. A sequel, to be written and directed by Bruce Carson, was announced in 2017.",Aimee Tenalia--Chuck Whiting--David Carr--Joe Fishback--Kerry Knight--Monica Simmons,The Night Brings Charlie,1990 films-1990s police procedural films-1990s teen horror films-American films-American independent films-American serial killer films-American slasher films-Direct-to-video horror films-English-language films-Films set in California,na,Tom Logan (director),na,Tom Logan (director),English
Witchcraft II: The Temptress,6393328,"Witchcraft II: The Temptress is a 1990 horror film directed by Mark Woods and starring Charles Solomon, Delia Sheppard, David Homb, Mia M. Ruiz, Jay Richardson, Cheryl Janecky, Mary Shelley, and Frank Woods. The screenplay was written by Jim Hanson and Sal Manna. The film is a sequel to the 1988 direct-to-video film Witchcraft, and the second film in the WitchCraft Horror Series. It is followed by Witchcraft III: The Kiss of Death.",Charles Solomon--David Homb--Delia Sheppard,Witchcrat II: The Temptress,1990 films-1990 horror films-American films-American sequel films-English-language films-Films about witchcraft,na,na,na,na,English
The Hook of Woodland Heights,38216837,"The Hook of Woodland Heights is a 1990 horror short film written and directed by Michael Savino, and co-written by Mark Veau.",Christine McNamara--Michael Elyanow--Robert W. Allen,The Hook of Woodland Heights,1990 direct-to-video films-1990 films-1990 horror films-American direct-to-video films-American films-American independent films-American short films-American slasher films-American teen horror films-Camcorder films-Direct-to-video horror films-English-language films-Films based on urban legends-Films set in psychiatric hospitals-Films shot in Massachusetts-Horror short films-Scouting in popular culture,na,na,na,na,English
I'm Dangerous Tonight,11611792,"I'm Dangerous Tonight is a 1990 American made-for-television supernatural horror film directed by Tobe Hooper and starring Mädchen Amick, Corey Parker, R. Lee Ermey and Anthony Perkins. It made its debut on USA Network on August 8, 1990.",--Corey Parker--Daisy Hall--Natalie Schafer--R. Lee Ermey--Madchen Amick,I'm Dangerous Tonight,1990 films-1990 horror films-1990 television films-American films-American horror television films-American supernatural horror films-English-language films-Films based on works by Cornell Woolrich-Films directed by Tobe Hooper-USA Network original films,na,Tobe Hooper,na,Tobe Hooper,na
Nagai Go no Kowai Zone 2: Senki,19541251,"Nagai Go no Kowai Zone 2: Senki (永井豪のこわいゾーン2 戦鬼, nagai gou no kowai zo^n 2 sen ki, translated as Go Nagai's Scary Zone 2: Battling Demon) is a Japanese direct-to-video horror film released in 1990 by the Bandai Media Division (now Bandai Visual). It's the sequel of the film Nagai Go no Kowai Zone: Kaiki and just like the first film, it was also directed Go Nagai and . This is one of several films where Japanese manga artist Ippongi Bang plays a role.",Chiharu Aoyama--Hideyo Amamoto--Ippongi Bang--Kanako Naruse--Tetsuji Endo--Yuichi Komine--Mitsuteru Hori,Nagai Go no Kowai Zone 2: Senki,1990 films-1990 horror films-Go Nagai-Japanese-language films-Japanese films,Satoshi Murakawa,Go Nagai,na,Go Nagai,Japanese
Nagai Go no Kowai Zone 2: Senki,19541251,"Nagai Go no Kowai Zone 2: Senki (永井豪のこわいゾーン2 戦鬼, nagai gou no kowai zo^n 2 sen ki, translated as Go Nagai's Scary Zone 2: Battling Demon) is a Japanese direct-to-video horror film released in 1990 by the Bandai Media Division (now Bandai Visual). It's the sequel of the film Nagai Go no Kowai Zone: Kaiki and just like the first film, it was also directed Go Nagai and . This is one of several films where Japanese manga artist Ippongi Bang plays a role.",Chiharu Aoyama--Hideyo Amamoto--Ippongi Bang--Kanako Naruse--Tetsuji Endo--Yuichi Komine--Mitsuteru Hori,Nagai Go no Kowai Zone 2: Senki,1990 films-1990 horror films-Go Nagai-Japanese-language films-Japanese films,Satoshi Murakawa,Hikari Hayakawa,na,Hikari Hayakawa,Japanese
Shaitani Ilaaka,19305207,Shaitani Ilaaka (Devil's Domain) is a 1990 Hindi horror film presented by the Ramsay brothers.,Asha Lata--Deepak Parashar--Neelam Mehra--Sri Pradha--Surendra Pal,Shaitani Ilaaka,1990 films-1990 horror films-1990s Hindi-language films-Films scored by Bappi Lahiri-Hindi-language horror films-Indian films-Indian horror films,na,Kiran Ramsay,na,Kiran Ramsay,http://dbpedia.org/resource/Urdu
"Mirror, Mirror (1990 film)",1915264,"Mirror, Mirror is a 1990 American supernatural horror film directed by Marina Sargenti, based on a screenplay by Annette Cascone and Gina Cascone. It stars Karen Black, Rainbow Harvest, Yvonne De Carlo and William Sanderson. The film follows a teenage outcast who finds herself drawn to an antique mirror left in the house she and her mother have moved into. A soundtrack for Mirror, Mirror was released in 1990 through Orphan Records.",--Karen Black--Rainbow Harvest--William Sanderson--Yvonne De Carlo,"Mirror, Mirror",1990 films-1990 horror films-1990 independent films-1990s high school films-1990s supernatural films-1990s teen horror films-American films-American high school films-American independent films-American supernatural horror films-American teen horror films-English-language films-Films set in California-Films shot in Los Angeles,na,Marina Sargenti,na,Marina Sargenti,English
It (miniseries),46521350,"It (also known as Stephen King's It) is a 1990 American ABC two-part psychological horror drama miniseries directed by Tommy Lee Wallace and adapted by Lawrence D. Cohen from Stephen King's 1986 novel of the same name. The story revolves around a predatory monster that can transform itself into its prey's worst fears, allowing it to exploit the phobias of its victims. It mostly takes the humanoid form of Pennywise, a darkly comedic clown. The protagonists are The Lucky Seven, or The Losers Club, a group of outcast kids who discover Pennywise and vow to kill him by any means necessary. The series takes place over two different time periods, the first when the Losers first confront Pennywise as children in 1960, and the second when they return as adults in 1990 to defeat him a second time af",Annette O'Toole--Dennis Christopher--Harry Anderson--John Ritter--Richard Masur--Richard Thomas (actor)--Tim Curry--Tim Reid,Stephen King's It,1990 American television series debuts-1990 American television series endings-1990 films-1990 horror films-1990s American television miniseries-American Broadcasting Company original programming-American films-American horror drama films-American horror fiction television series-American monster movies-American supernatural horror films-Demons in film-Domestic violence in television-Films about bullying-Films about child abuse-Films about child death-Films about children-Films about friendship-Films about psychopaths-Films about shapeshifting-Films based on works by Stephen King-Films set in 1960-Films set in 1990-Films set in Maine-Films shot in Vancouver-Horror films about clowns-Horror television films-It (novel)-Suicide in television-Television series by Lorimar Television-Television series by Warner Bros. Television Studios-Television shows based on works by Stephen King,na,Tommy Lee Wallace,na,Tommy Lee Wallace,English
Tales from the Darkside: The Movie,591310,"Tales from the Darkside: The Movie is a 1990 American comedy horror anthology film directed by John Harrison, and based on the anthology television series Tales from the Darkside. The film depicts a kidnapped paperboy who tells three stories of horror to the suburban witch who is preparing to eat him.",--Christian Slater--David Johansen--Deborah Harry--James Remar--Rae Dawn Chong--William Hickey,Tales from the Darkside: The Movie,1990 films-1990 horror films-1990s monster movies-American anthology films-American films-American films about revenge-American horror anthology films-American monster movies-American sequel films-American supernatural horror films-Films about witchcraft-Films based on multiple works-Films based on short fiction-Films based on television series-Films based on works by Arthur Conan Doyle-Films based on works by Stephen King-Films scored by Jimmy Manzie-Gargoyles in popular culture-Mummy films-Paramount Pictures films,na,John Harrison (director),1.63E7,John Harrison (director),English
Leatherface: The Texas Chainsaw Massacre III,2609817,"Leatherface: The Texas Chainsaw Massacre III is a 1990 American slasher film directed by Jeff Burr and is the third installment of the Texas Chainsaw Massacre series. The film stars Kate Hodge, William Butler, Ken Foree, Tom Hudson, Viggo Mortensen, Joe Unger, and R.A. Mihailoff as Leatherface. The film follows Leatherface and his cannibalistic family stalking a motorist couple in the backroads of Texas.",--Joe Unger--Kate Hodge--Ken Foree--R.A. Mihailoff--Tom Hudson--Viggo Mortensen--William Butler,Leatherface: The Texas Chainsaw Massacre III,"1990 films-1990 horror films-1990s serial killer films-1990s slasher films-American films-American sequel films-American serial killer films-American slasher films-English-language films-Films about cannibalism-Films about psychopaths-Films directed by Jeff Burr-Films originally rejected by the British Board of Film Classification-Films scored by Jimmy Manzie-Films set in Texas-Films shot in Los Angeles County, California-The Texas Chainsaw Massacre (franchise) films",na,Jeff Burr,5700000.0,Jeff Burr,English
Meridian: Kiss of the Beast,6236671,"Meridian: Kiss of the Beast, also known as The Ravaging, is a 1990 horror film and romance film produced and directed by Charles Band. It starred Sherilyn Fenn, Malcolm Jamieson, Hilary Mason and Charlie Spradling.",Charlie Spradling--Malcolm Jamieson--Hilary Mason--Sherilyn Fenn,Meridian: Kiss Of The Beast,1990 films-1990 horror films-American erotic horror films-American erotic romance films-American films-English-language films-Films directed by Charles Band-Films scored by Pino Donaggio-Fratricide in fiction,Mac Ahlberg,Charles Band,na,Charles Band,Italian
Meridian: Kiss of the Beast,6236671,"Meridian: Kiss of the Beast, also known as The Ravaging, is a 1990 horror film and romance film produced and directed by Charles Band. It starred Sherilyn Fenn, Malcolm Jamieson, Hilary Mason and Charlie Spradling.",Charlie Spradling--Malcolm Jamieson--Hilary Mason--Sherilyn Fenn,Meridian: Kiss Of The Beast,1990 films-1990 horror films-American erotic horror films-American erotic romance films-American films-English-language films-Films directed by Charles Band-Films scored by Pino Donaggio-Fratricide in fiction,Mac Ahlberg,Charles Band,na,Charles Band,English
Disturbed (film),31477549,"Disturbed is a 1990 American horror film directed by Charles Winkler starring Malcolm McDowell as a psychiatrist who rapes a young woman in his care, then must deal with her vengeance-seeking daughter 10 years later.",Geoffrey Lewis (actor)--Kim McGuire--Malcolm McDowell--Priscilla Pointer,Disturbed,1990 films-1990 horror films-1990s horror thriller films-American erotic thriller films-American films-American horror thriller films-American independent films-American rape and revenge films-English-language films-Films set in psychiatric hospitals,na,Charles Winkler,na,Charles Winkler,English
Shaitani Ilaaka,19305207,Shaitani Ilaaka (Devil's Domain) is a 1990 Hindi horror film presented by the Ramsay brothers.,Asha Lata--Deepak Parashar--Neelam Mehra--Sri Pradha--Surendra Pal,शैतानी इलाका,1990 films-1990 horror films-1990s Hindi-language films-Films scored by Bappi Lahiri-Hindi-language horror films-Indian films-Indian horror films,na,Kiran Ramsay,na,Kiran Ramsay,http://dbpedia.org/resource/Hindi
Watchers II,12565373,"Watchers II is the 1990 sequel to the 1988 horror film Watchers. Starring Marc Singer and Tracy Scoggins, the film is loosely based on the 1987 novel Watchers by Dean Koontz. It was released on August 16, 1990. The film's writers were credited under a pseudonym as they were not members of the Writers Guild at the time.",Timothy Marlowe--Irene Miracle--Jonathan Farwell--Marc Singer--Tracy Scoggins,Watchers II,1990 films-1990 horror films-1990s monster movies-1990s science fiction films-American films-American monster movies-American science fiction horror films-American sequel films-Canadian films-Canadian science fiction horror films-Canadian sequel films-English-language films-Films based on works by Dean Koontz,na,Thierry Notz,na,Thierry Notz,English
The Night Brings Charlie,15117659,"The Night Brings Charlie is a 1990 American slasher film directed by Tom Logan, and written by Bruce Carson. A sequel, to be written and directed by Bruce Carson, was announced in 2017.",Aimee Tenalia--Chuck Whiting--David Carr--Joe Fishback--Kerry Knight--Monica Simmons,The Night Brings Charlie,1990 direct-to-video films-1990 horror films-Abandoned buildings and structures in fiction-American direct-to-video films-American police films-American teen horror films-Films about police officers-Films about siblings-Films set in California-Films shot in Florida-Mass murder in fiction,na,Tom Logan (director),na,Tom Logan (director),English
Dead Men Don't Die,48423097,Dead Men Don't Die is a 1990 American horror-comedy film written and directed by Malcolm Marmorstein and starring Elliott Gould and Melissa Sue Anderson.,Melissa Sue Anderson--Elliott Gould,Dead Men Don't Die,1990 comedy films-1990 films-1990 horror films-1990s comedy horror films-American films-American supernatural horror films-American zombie comedy films-American zombie films-Films about Voodoo-Films directed by Malcolm Marmorstein-Films with screenplays by Malcolm Marmorstein,na,Malcolm Marmorstein,na,Malcolm Marmorstein,English
Darkman,1839695,"Darkman is a 1990 American superhero horror film directed and co-written by Sam Raimi. It is based on a short story Raimi wrote that paid homage to Universal's horror films of the 1930s. The film stars Liam Neeson as Peyton Westlake, a scientist who is brutally attacked, disfigured, and left for dead by a ruthless mobster, Robert Durant (Larry Drake), after his girlfriend, an attorney (Frances McDormand), runs afoul of a corrupt developer (Colin Friels). After a treatment to cure him of his burn injuries fails, Westlake develops super-human abilities, which also have the unintended side-effect of rendering him mentally unstable and borderline psychotic. Consumed with vengeance, he decides to hunt down the men responsible for his disfigurement.",--Colin Friels--Frances McDormand--Larry Drake--Liam Neeson,Darkman: Original Motion Picture Soundtrack,1990 films-1990 horror films-1990s action thriller films-1990s science fiction action films-1990s superhero films-1990s vigilante films-American action horror films-American action thriller films-American films-American films about revenge-American science fiction action films-American science fiction horror films-American science fiction thriller films-American superhero films-American vigilante films-Burn survivors in fiction-English-language films-Films about scientists-Films adapted into comics-Films directed by Sam Raimi-Films scored by Danny Elfman-Films shot in Los Angeles-Films shot in Toronto-Films with screenplays by Ivan Raimi-Films with screenplays by Sam Raimi-Superhero horror films-Universal Pictures films-Works about plastic surgery,Bill Pope,Sam Raimi,3.38E7,Sam Raimi,English
